# x2 y2
7.999390780625565966e-01 6.980962574913365457e-03
7.999391635714437898e-01 6.976065038253835039e-03
7.999394197378604243e-01 6.961372403146149669e-03
7.999398454810701109e-01 6.936884594325857557e-03
7.999404389998419074e-01 6.902601486763850977e-03
7.999411977724448786e-01 6.858522906283363169e-03
7.999421185566404358e-01 6.804648630424120839e-03
7.999431973896722337e-01 6.740978389553489193e-03
7.999444295882538469e-01 6.667511868223911266e-03
7.999458097485535601e-01 6.584248706778568841e-03
7.999473317461769373e-01 6.491188503202809448e-03
7.999489887361459495e-01 6.388330815223454071e-03
7.999507731528758825e-01 6.275675162654922173e-03
7.999526767101483582e-01 6.153221029992383094e-03
7.999546904010808035e-01 6.020967869252690993e-03
7.999568044980933657e-01 5.878915103062266369e-03
7.999590085528697214e-01 5.727062127992353473e-03
7.999612913963165539e-01 5.565408318141744706e-03
7.999636411385155910e-01 5.393953028967454245e-03
7.999660451686728679e-01 5.212695601362342564e-03
7.999684901550613292e-01 5.021635365981247899e-03
7.999709620449588776e-01 4.820771647813933310e-03
7.999734460645797629e-01 4.610103771007282268e-03
7.999759267189996415e-01 4.389631063933994125e-03
7.999783877920741970e-01 4.159352864510593162e-03
7.999808123463498788e-01 3.919268525762609721e-03
7.999831827229673120e-01 3.669377421638695888e-03
7.999854805415560488e-01 3.409678953072791882e-03
7.999876867001205483e-01 3.140172554294776413e-03
7.999897813749174968e-01 2.860857699389444866e-03
7.999917440203219154e-01 2.571733909104158798e-03
7.999935533686842737e-01 2.272800757904864903e-03
7.999951874301749477e-01 1.964057881281437105e-03
7.999966234926181308e-01 1.645504983300654766e-03
7.999978381213130874e-01 1.317141844409107062e-03
7.999988071588415295e-01 9.789683294839052023e-04
7.999995057248627806e-01 6.309843961327211504e-04
7.999999082158930630e-01 2.731901032425522349e-04
7.999999883050703531e-01 -9.441438022311036938e-05
7.999997189419028043e-01 -4.718287661776928332e-04
7.999990723520008506e-01 -8.590526381168951675e-04
7.999980200367922123e-01 -1.256085441574952485e-03
7.999965327732168063e-01 -1.662926474332701923e-03
7.999945806134044490e-01 -2.079574876376477730e-03
7.999921328843316859e-01 -2.506029619609681600e-03
7.999891581874571944e-01 -2.942289497315228770e-03
7.999856243983358706e-01 -3.388353113370597830e-03
7.999814986662104888e-01 -3.844218871214451216e-03
7.999767474135783818e-01 -4.309884962566168203e-03
7.999713363357345841e-01 -4.785349355897669348e-03
7.999652304002886627e-01 -5.270609784658306964e-03
7.999583938466550137e-01 -5.765663735252959943e-03
7.999507901855147374e-01 -6.270508434773625246e-03
7.999423821982495353e-01 -6.785140838485056829e-03
7.999331319363449655e-01 -7.309557617064695728e-03
7.999230007207622783e-01 -7.843755143597749141e-03
7.999119491412796101e-01 -8.387729480327017761e-03
7.998999370557968724e-01 -8.941476365159231263e-03
7.998869235896091112e-01 -9.504991197927555382e-03
7.998728671346415631e-01 -1.007826902641099746e-02
7.998577253486489624e-01 -1.066130453211217542e-02
7.998414551543757689e-01 -1.125409201579334779e-02
7.998240127386768705e-01 -1.185662538277129467e-02
7.998053535515969870e-01 -1.246889812797304271e-02
7.997854323054082171e-01 -1.309090332075248629e-02
7.997642029736030667e-01 -1.372263358946838353e-02
7.997416187898424011e-01 -1.436408110582625131e-02
7.997176322468568799e-01 -1.501523756898340278e-02
7.996921950953002067e-01 -1.567609418942019633e-02
7.996652583425517546e-01 -1.634664167257657633e-02
7.996367722514695631e-01 -1.702687020225698844e-02
7.996066863390889345e-01 -1.771676942380404768e-02
7.995749493752668524e-01 -1.841632842704253245e-02
7.995415093812711094e-01 -1.912553572899527987e-02
7.995063136283105942e-01 -1.984437925637247066e-02
7.994693086360062928e-01 -2.057284632783552836e-02
7.994304401708013375e-01 -2.131092363603828699e-02
7.993896532443071079e-01 -2.205859722944638474e-02
7.993468921115853831e-01 -2.281585249393645182e-02
7.993021002693625476e-01 -2.358267413417846139e-02
7.992552204541758520e-01 -2.435904615480136842e-02
7.992061946404487305e-01 -2.514495184134574526e-02
7.991549640384927322e-01 -2.594037374100457635e-02
7.991014690924358455e-01 -2.674529364315505336e-02
7.990456494780719954e-01 -2.755969255968325135e-02
7.989874441006339367e-01 -2.838355070510445791e-02
7.989267910924833238e-01 -2.921684747648178176e-02
7.988636278107167366e-01 -3.005956143314535492e-02
7.987978908346882179e-01 -3.091167027621491425e-02
7.987295159634408837e-01 -3.177315082792873252e-02
7.986584382130507143e-01 -3.264397901078166381e-02
7.985845918138750887e-01 -3.352412982647547113e-02
7.985079102077076163e-01 -3.441357733468396185e-02
7.984283260448339359e-01 -3.531229463163741700e-02
7.983457711809871515e-01 -3.622025382852776809e-02
7.982601766742010163e-01 -3.713742602973921919e-02
7.981714727815549804e-01 -3.806378131090770028e-02
7.980795889558125467e-01 -3.899928869681205251e-02
7.979844538419471611e-01 -3.994391613910113631e-02
7.978859952735533057e-01 -4.089763049386010985e-02
7.977841402691411288e-01 -4.186039749902100565e-02
7.976788150283091738e-01 -4.283218175161914582e-02
7.975699449277953157e-01 -4.381294668490232080e-02
7.974574545173984674e-01 -4.480265454529425845e-02
7.973412675157733887e-01 -4.580126636921835054e-02
7.972213068060897134e-01 -4.680874195978505098e-02
7.970974944315554200e-01 -4.782503986334746965e-02
7.969697515908006347e-01 -4.885011734592963062e-02
7.968379986331168841e-01 -4.988393036953232135e-02
7.967021550535504648e-01 -5.092643356832032842e-02
7.965621394878441563e-01 -5.197758022469618766e-02
7.964178697072252788e-01 -5.303732224526559041e-02
7.962692626130345452e-01 -5.410561013669838715e-02
7.961162342311950413e-01 -5.518239298149062166e-02
7.959586997065125624e-01 -5.626761841363241146e-02
7.957965732968084183e-01 -5.736123259418655917e-02
7.956297683668770437e-01 -5.846318018678312717e-02
7.954581973822665297e-01 -5.957340433303470045e-02
7.952817719028764110e-01 -6.069184662787785456e-02
7.951004025763692695e-01 -6.181844709484556055e-02
7.949139991313918241e-01 -6.295314416127591184e-02
7.947224703706012860e-01 -6.409587463346236302e-02
7.945257241634915424e-01 -6.524657367175061562e-02
7.943236674390166119e-01 -6.640517476558746579e-02
7.941162061780049353e-01 -6.757160970852639503e-02
7.939032454053608356e-01 -6.874580857319596838e-02
7.936846891820488192e-01 -6.992769968623493981e-02
7.934604405968554985e-01 -7.111720960320062901e-02
7.932304017579248079e-01 -7.231426308345496878e-02
7.929944737840615154e-01 -7.351878306503237259e-02
7.927525567957978136e-01 -7.473069063949704105e-02
7.925045499062197685e-01 -7.594990502679173361e-02
7.922503512115475210e-01 -7.717634355008506919e-02
7.919898577814639129e-01 -7.840992161062110277e-02
7.917229656491884260e-01 -7.965055266257639599e-02
7.914495698012904423e-01 -8.089814818792886997e-02
7.911695641672364943e-01 -8.215261767134354742e-02
