time x1 y1 x2 y2
1.380000000000000115e-01 3.803089016372952491e-01 -1.239561992618122832e-01 7.800049639616961628e-01 -1.083658893749407104e-01
1.390000000000000124e-01 3.797079743911467298e-01 -1.257849521356678990e-01 7.793825819678502631e-01 -1.096539863118855124e-01
1.400000000000000133e-01 3.790917502335081624e-01 -1.276301097112099714e-01 7.787432041873034727e-01 -1.109353394936419823e-01
1.410000000000000142e-01 3.784598492253631874e-01 -1.294918627725904769e-01 7.780863122779088092e-01 -1.122092116995512395e-01
1.420000000000000151e-01 3.778118771635889939e-01 -1.313704132372474076e-01 7.774113619293383515e-01 -1.134748334772172906e-01
1.430000000000000160e-01 3.771474246281073528e-01 -1.332659750138275312e-01 7.767177808544726281e-01 -1.147314012357338320e-01
1.440000000000000169e-01 3.764660659410825616e-01 -1.351787749420911289e-01 7.760049665864097168e-01 -1.159780751860019082e-01
1.449999999999999900e-01 3.757673580281716830e-01 -1.371090538240558876e-01 7.752722840587028541e-01 -1.172139771129737107e-01
1.459999999999999909e-01 3.750508391704902578e-01 -1.390570675568525982e-01 7.745190629434074436e-01 -1.184381879628834400e-01
1.469999999999999918e-01 3.743160276344086879e-01 -1.410230883791607492e-01 7.737445947180348060e-01 -1.196497452265041783e-01
1.479999999999999927e-01 3.735624201645058040e-01 -1.430074062447021510e-01 7.729481294284790138e-01 -1.208476400971755377e-01
1.489999999999999936e-01 3.727894903229246326e-01 -1.450103303381318209e-01 7.721288721102927965e-01 -1.220308143797249195e-01
1.499999999999999944e-01 3.719966866559624163e-01 -1.470321907508207182e-01 7.712859788252460769e-01 -1.231981571234115058e-01
1.509999999999999953e-01 3.711834306659037019e-01 -1.490733403365279153e-01 7.704185522637421180e-01 -1.243485009485935239e-01
1.519999999999999962e-01 3.703491145628121650e-01 -1.511341567698746557e-01 7.695256368562325422e-01 -1.254806180328802423e-01
1.529999999999999971e-01 3.694930987671287137e-01 -1.532150448339355542e-01 7.686062133280537889e-01 -1.265932157180021667e-01
1.539999999999999980e-01 3.686147091293751066e-01 -1.553164389672458678e-01 7.676591926218496731e-01 -1.276849316934076106e-01
1.549999999999999989e-01 3.677132338278960577e-01 -1.574388061052009735e-01 7.666834090996405005e-01 -1.287543287065530950e-01
1.559999999999999998e-01 3.667879198992203271e-01 -1.595826488563312773e-01 7.656776129222704341e-01 -1.297998887428542247e-01
1.570000000000000007e-01 3.658379693480773298e-01 -1.617485090604400544e-01 7.646404614869566352e-01 -1.308200066101246617e-01
1.580000000000000016e-01 3.648625347751139336e-01 -1.639369717833009388e-01 7.635705097833853650e-01 -1.318129828528513958e-01
1.590000000000000024e-01 3.638607144496067147e-01 -1.661486698117736749e-01 7.624661995045649565e-01 -1.327770159105731707e-01
1.600000000000000033e-01 3.628315467415552109e-01 -1.683842887241284725e-01 7.613258467195527235e-01 -1.337101934216449739e-01
1.610000000000000042e-01 3.617740038119904300e-01 -1.706445726234559757e-01 7.601476278801313491e-01 -1.346104825584140408e-01
1.620000000000000051e-01 3.606869844415148130e-01 -1.729303306377641958e-01 7.589295638911242037e-01 -1.354757192618389894e-01
1.630000000000000060e-01 3.595693058542258624e-01 -1.752424443093344442e-01 7.576695019225725414e-01 -1.363035962223151931e-01
1.640000000000000069e-01 3.584196943662766865e-01 -1.775818760188798973e-01 7.563650945792173008e-01 -1.370916494282246878e-01
1.650000000000000078e-01 3.572367746541228462e-01 -1.799496786179943797e-01 7.550137759658213099e-01 -1.378372430736913845e-01
1.660000000000000087e-01 3.560190573953759818e-01 -1.823470064775070121e-01 7.536127340922038620e-01 -1.385375525811353148e-01
1.670000000000000095e-01 3.547649249830294726e-01 -1.847751282012422003e-01 7.521588789447628542e-01 -1.391895454512127317e-01
1.680000000000000104e-01 3.534726149489212932e-01 -1.872354413063180290e-01 7.506488054056874581e-01 -1.397899596009899992e-01
1.690000000000000113e-01 3.521402006510875871e-01 -1.897294892350996909e-01 7.490787500190978498e-01 -1.403352787887351683e-01
1.700000000000000122e-01 3.507655686774610593e-01 -1.922589811436057894e-01 7.474445403746194927e-01 -1.408217046480038648e-01
1.710000000000000131e-01 3.493463922889708528e-01 -1.948258150109489495e-01 7.457415355896956921e-01 -1.412451247615893191e-01
1.720000000000000140e-01 3.478801000602276261e-01 -1.974321047400498241e-01 7.439645560039795935e-01 -1.416010760934093005e-01
1.730000000000000149e-01 3.463638386644978251e-01 -2.000802120790402816e-01 7.421077997279543759e-01 -1.418847029584434094e-01
1.740000000000000158e-01 3.447944284764907774e-01 -2.027727843956632359e-01 7.401647430803668382e-01 -1.420907085409914561e-01
1.750000000000000167e-01 3.431683103109833821e-01 -2.055127995972626520e-01 7.381280211600184105e-01 -1.422132987615792876e-01
1.759999999999999898e-01 3.414814811490456403e-01 -2.083036198251341231e-01 7.359892837648844832e-01 -1.422461170323219837e-01
1.769999999999999907e-01 3.397294160870316659e-01 -2.111490559892809926e-01 7.337390205094138640e-01 -1.421821681160569395e-01
1.779999999999999916e-01 3.379069729209416284e-01 -2.140534457826036574e-01 7.313663471787188453e-01 -1.420137288989401503e-01
1.789999999999999925e-01 3.360082746712623192e-01 -2.170217485701411153e-01 7.288587429258637229e-01 -1.417322433775813906e-01
1.799999999999999933e-01 3.340265638476008214e-01 -2.200596615560531932e-01 7.262017246221930122e-01 -1.413281985223792669e-01
1.809999999999999942e-01 3.319540201837757887e-01 -2.231737629826351377e-01 7.233784401589462565e-01 -1.407909768735129408e-01
1.819999999999999951e-01 3.297815307007490038e-01 -2.263716899452555831e-01 7.203691562573848461e-01 -1.401086807116956878e-01
1.829999999999999960e-01 3.274983969171620379e-01 -2.296623609055019333e-01 7.171506076141820341e-01 -1.392679213700686591e-01
1.839999999999999969e-01 3.250919582830446575e-01 -2.330562564268447157e-01 7.136951618503255546e-01 -1.382535656567697724e-01
1.849999999999999978e-01 3.225471026327630941e-01 -2.365657764411620012e-01 7.099697370174429256e-01 -1.370484293782769369e-01
1.859999999999999987e-01 3.198456223537115561e-01 -2.402056990605488385e-01 7.059343826875572603e-01 -1.356329055439067788e-01
1.869999999999999996e-01 3.169653570265140718e-01 -2.439937754227646249e-01 7.015403977661773816e-01 -1.339845119942409957e-01
1.880000000000000004e-01 3.138790362834984471e-01 -2.479515085288699905e-01 6.967278015711938499e-01 -1.320773400628692251e-01
1.890000000000000013e-01 3.105526953263509915e-01 -2.521051832579779273e-01 6.914218889111157784e-01 -1.298813828830469586e-01
1.900000000000000022e-01 3.069434713521938529e-01 -2.564872421666718472e-01 6.855284678460584757e-01 -1.273617201745398664e-01
1.910000000000000031e-01 3.029964877844617543e-01 -2.611381404358247837e-01 6.789271726397256845e-01 -1.244775382702690558e-01
1.920000000000000040e-01 2.986403707853172995e-01 -2.661088667015967246e-01 6.714619182530064956e-01 -1.211809751699885196e-01
1.930000000000000049e-01 2.937806790437177962e-01 -2.714643855473716783e-01 6.629270416062487126e-01 -1.174158120166425845e-01
1.940000000000000058e-01 2.882900975845158476e-01 -2.772883330302779448e-01 6.530468394112188824e-01 -1.131161085464513494e-01
1.950000000000000067e-01 2.819935475153498849e-01 -2.836893356467741767e-01 6.414448869983211399e-01 -1.082050499004492683e-01
1.960000000000000075e-01 2.746452638954531844e-01 -2.908091797378426491e-01 6.275975050606252825e-01 -1.025946333911742780e-01
1.970000000000000084e-01 2.658933260483021810e-01 -2.988322927044052002e-01 6.107630285104156398e-01 -9.618755844344950567e-02
1.980000000000000093e-01 2.552255511547079081e-01 -3.079933733666612716e-01 5.898762907903165598e-01 -8.888407995047570287e-02
1.990000000000000102e-01 2.418918356043819606e-01 -3.185723463641228492e-01 5.634017672778114383e-01 -8.059889440919004722e-02
2.000000000000000111e-01 2.248124657225278045e-01 -3.308464224617779781e-01 5.291698073668184010e-01 -7.129564017202916215e-02
2.010000000000000120e-01 2.025390481597309500e-01 -3.449317816185545893e-01 4.843332345488643442e-01 -6.104441571917829101e-02
2.020000000000000129e-01 1.734731887350782209e-01 -3.604262099099952432e-01 4.258400002334573609e-01 -5.008608608753234437e-02
2.030000000000000138e-01 1.366411693943009320e-01 -3.759377486054811812e-01 3.519548089543005354e-01 -3.883236950359475470e-02
2.040000000000000147e-01 9.276551937870863851e-02 -3.890945366031222652e-01 2.642373957714534427e-01 -2.771191996758004539e-02
2.050000000000000155e-01 4.427525426671719694e-02 -3.975420755839783604e-01 1.673708713318426411e-01 -1.695375592695580469e-02
2.060000000000000164e-01 -6.162774436564278854e-03 -3.999525224464074435e-01 6.624738261206249146e-02 -6.561153506781103317e-03
2.070000000000000173e-01 -5.675588017026414467e-02 -3.959529897173383328e-01 -3.610132214416797436e-02 3.513390886520029177e-03
2.080000000000000182e-01 -1.063175715872806820e-01 -3.856119473924316532e-01 -1.378781461721263479e-01 1.314102141391393364e-02
2.089999999999999913e-01 -1.533776347000840590e-01 -3.694256368659429857e-01 -2.366297586042118706e-01 2.181480565687671236e-02
2.099999999999999922e-01 -1.957121268248948609e-01 -3.488506319525253030e-01 -3.280195159809331518e-01 2.863414227646615684e-02
2.109999999999999931e-01 -2.310938376643153491e-01 -3.264898745651679257e-01 -4.070338905919520522e-01 3.273860116555749045e-02
2.119999999999999940e-01 -2.587007721523817416e-01 -3.050801705908817163e-01 -4.710061698371731387e-01 3.392782063337035359e-02
2.129999999999999949e-01 -2.793896184068951349e-01 -2.862541547758731264e-01 -5.207738116859104149e-01 3.270300729301506282e-02
2.139999999999999958e-01 -2.947505162541012025e-01 -2.704110448334920425e-01 -5.590932085754805048e-01 2.979378693356099506e-02
2.149999999999999967e-01 -3.062726090682219016e-01 -2.572879494545831647e-01 -5.888612689619914242e-01 2.580858761262194712e-02
2.159999999999999976e-01 -3.150744557134375068e-01 -2.464306948350410420e-01 -6.123876510678110119e-01 2.116015678020410906e-02
2.169999999999999984e-01 -3.219319136132481884e-01 -2.374022809437856540e-01 -6.313386309884436720e-01 1.610804082459102449e-02
2.179999999999999993e-01 -3.273725959648643435e-01 -2.298416485566219247e-01 -6.468807225435744268e-01 1.081278637064675419e-02
2.190000000000000002e-01 -3.317575571227904807e-01 -2.234657094319359438e-01 -6.598308486167235865e-01 5.374661587551843311e-03
2.200000000000000011e-01 -3.353380950273061600e-01 -2.180558690415311252e-01 -6.707687985262326125e-01 -1.424845278318875863e-04
2.210000000000000020e-01 -3.382927506373029636e-01 -2.134432357003790415e-01 -6.801136831054005460e-01 -5.697116298258086964e-03
2.220000000000000029e-01 -3.407510639336497338e-01 -2.094963303451536918e-01 -6.881744696235913006e-01 -1.126167853371509708e-02
2.230000000000000038e-01 -3.428089234787783379e-01 -2.061117220910085868e-01 -6.951833450090894040e-01 -1.681759367922011639e-02
2.240000000000000047e-01 -3.445386348024406797e-01 -2.032071089516073459e-01 -7.013179751699470943e-01 -2.235218840221495085e-02
