# x2 y2
-1.797931731744212280e-02 9.034710999551776034e-03
-2.516144019586724623e-02 1.264730156075993817e-02
-3.233392915999658279e-02 1.625685165762008610e-02
-3.949544759649994963e-02 1.986254455778435624e-02
-4.664467339414984925e-02 2.346357039800961442e-02
-5.378030001644254487e-02 2.705912605417087891e-02
-6.090103749591094240e-02 3.064841499574455508e-02
-6.800561335413643493e-02 3.423064713237705670e-02
-7.509277345230475076e-02 3.780503865988976697e-02
-8.216128277767215105e-02 4.137081191261965385e-02
-8.920992617153639115e-02 4.492719522836041701e-02
-9.623750900428076904e-02 4.847342283142247465e-02
-1.032428578028063981e-01 5.200873473848166562e-02
-1.102248208352545056e-01 5.553237669100097307e-02
-1.171822686573789074e-01 5.904360011710890754e-02
-1.241140946243185494e-01 6.254166212493966759e-02
-1.310192153708774898e-01 6.602582552861169241e-02
-1.378965712627821527e-01 6.949535890726110665e-02
-1.447451268207790576e-01 7.294953669686310427e-02
-1.515638711188849741e-01 7.638763931398806495e-02
-1.583518181576153705e-01 7.980895331013954097e-02
-1.651080072126066556e-01 8.321277155491346722e-02
-1.718315031587127617e-01 8.659839344589881360e-02
-1.785213967693919934e-01 8.996512514299870311e-02
-1.851768049910191005e-01 9.331227982468331961e-02
-1.917968711916190339e-01 9.663917796357945900e-02
-1.983807653834573914e-01 9.994514761875367137e-02
-2.049276844188935298e-01 1.032295247420366158e-01
-2.114368521589199967e-01 1.064916534957746075e-01
-2.179075196138594295e-01 1.097308865794522359e-01
-2.243389650557634230e-01 1.129465855627216353e-01
-2.307304941021456612e-01 1.161381212224755766e-01
-2.370814397707873833e-01 1.193048738817205634e-01
-2.433911625054657746e-01 1.224462337481356244e-01
-2.496590501725651501e-01 1.255616012503323331e-01
-2.558845180286560272e-01 1.286503873699691436e-01
-2.620670086592336023e-01 1.317120139680100777e-01
-2.682059918889223571e-01 1.347459141035519115e-01
-2.743009646635591325e-01 1.377515323437801809e-01
-2.803514509046641789e-01 1.407283250637412220e-01
-2.863570013369039491e-01 1.436757607347451393e-01
-2.923171932892318359e-01 1.465933202003377178e-01
-2.982316304704732413e-01 1.494804969388933147e-01
-3.040999427201868111e-01 1.523367973119941210e-01
-3.099217857356954542e-01 1.551617407978682639e-01
-3.156968407762363871e-01 1.579548602092594733e-01
-3.214248143452205775e-01 1.607157018951984317e-01
-3.271054378516362604e-01 1.634438259262375737e-01
-3.327384672516566222e-01 1.661388062627964790e-01
-3.383236826715421142e-01 1.688002309063468265e-01
-3.438608880129434553e-01 1.714277020332451162e-01
-3.493499105417259831e-01 1.740208361110895663e-01
-3.547906004614431730e-01 1.765792639975501954e-01
-3.601828304725906982e-01 1.791026310216808082e-01
-3.655264953187702393e-01 1.815905970477848796e-01
-3.708215113208837010e-01 1.840428365219594631e-01
-3.760678159004740007e-01 1.864590385014953666e-01
-3.812653670933084937e-01 1.888389066673596961e-01
-3.864141430542876732e-01 1.911821593200284386e-01
-3.915141415547429560e-01 1.934885293589819200e-01
-3.965653794731599513e-01 1.957577642462097200e-01
-4.015678922803455619e-01 1.979896259541068515e-01
-4.065217335200220217e-01 2.001838908981752874e-01
-4.114269742858102097e-01 2.023403498549702639e-01
-4.162837026955281683e-01 2.044588078657579855e-01
-4.210920233637012178e-01 2.065390841263713417e-01
-4.258520568731476441e-01 2.085810118637721478e-01
-4.305639392464666870e-01 2.105844381998424886e-01
-4.352278214182271343e-01 2.125492240029420721e-01
-4.398438687086114185e-01 2.144752437277840373e-01
-4.444122602992408577e-01 2.163623852441844964e-01
-4.489331887118686026e-01 2.182105496552552704e-01
-4.534068592905912687e-01 2.200196511056087267e-01
-4.578334896881955385e-01 2.217896165801499231e-01
-4.622133093572179940e-01 2.235203856940329858e-01
-4.665465590462620771e-01 2.252119104743548206e-01
-4.708334903020813256e-01 2.268641551341608054e-01
-4.750743649779023414e-01 2.284770958393310958e-01
-4.792694547484274148e-01 2.300507204689120067e-01
-4.834190406319240352e-01 2.315850283694502465e-01
-4.875234125197721036e-01 2.330800301038787326e-01
-4.915828687138151798e-01 2.345357471954969686e-01
-4.955977154718214095e-01 2.359522118675748403e-01
-4.995682665613387918e-01 2.373294667791009671e-01
-5.034948428221930339e-01 2.386675647571833425e-01
-5.073777717378530339e-01 2.399665685265975068e-01
-5.112173870158583933e-01 2.412265504369649205e-01
-5.150140281774792106e-01 2.424475921880290263e-01
-5.187680401567520416e-01 2.436297845534832751e-01
-5.224797729090128184e-01 2.447732271037894869e-01
-5.261495810290234276e-01 2.458780279284097092e-01
-5.297778233787674429e-01 2.469443033578601898e-01
-5.333648627249688579e-01 2.479721776859774018e-01
-5.369110653863692351e-01 2.489617828927739862e-01
-5.404168008907772602e-01 2.499132583682425468e-01
-5.438824416418905905e-01 2.508267506374503575e-01
-5.473083625958699017e-01 2.517024130872525522e-01
-5.506949409476296076e-01 2.525404056949337450e-01
-5.540425558267993988e-01 2.533408947590716220e-01
-5.573515880032899883e-01 2.541040526329023108e-01
-5.606224196023882334e-01 2.548300574604467350e-01
-5.638554338292958157e-01 2.555190929156473945e-01
-5.670510147030091153e-01 2.561713479447443875e-01
-5.702095467994358069e-01 2.567870165121061699e-01
-5.733314150036261658e-01 2.573662973497159445e-01
-5.764170042709940711e-01 2.579093937104996459e-01
-5.794666993973945912e-01 2.584165131256662140e-01
-5.824808847979137116e-01 2.588878671662177000e-01
-5.854599442942269860e-01 2.593236712087726992e-01
-5.884042609103683485e-01 2.597241442058342842e-01
-5.913142166767578756e-01 2.600895084606188457e-01
-5.941901924423199643e-01 2.604199894065517551e-01
-5.970325676945299476e-01 2.607158153915223320e-01
-5.998417203872183912e-01 2.609772174669793832e-01
-6.026180267759626563e-01 2.612044291819379804e-01
